folioviv,ingreso_trimestral,educacion_jefe
0960018520,30643.99,8
0960018520,30643.99,6
0960018801,78196.7,4
0960018802,64394.25,8
0960018803,75988.48,3
0960018804,125842.56999999999,3
0960018805,51442.600000000006,6
0960019211,16212.91,3
0960019212,16856.34,4
0960019213,6215.46,1
0960019215,146038.66,4
0960019417,34067.899999999994,4
0960019418,23062.48,3
0960019419,24603.25,8
0960019420,65439.73,8
0960019701,33619.659999999996,8
0960019702,28154.730000000003,8
0960019703,63609.299999999996,6
0960019704,35360.64,8
0960019705,61081.94,6
0960019906,44730.97,8
0960019907,47396.72,8
0960019908,122307.03,8
0960019909,34946.4,1
0960019910,25654.87,5
0960020201,52677.34,1
0960020202,45704.07,6
0960020203,11709.94,1
0960020204,24034.47,3
0960020205,102267.31000000001,11
0960020407,27932.260000000002,6
0960020408,56494.54,3
0960020410,45611.38,4
0960020612,86040.93,10
0960020613,93024.52,10
0960020614,42049.159999999996,4
0960020615,7893.43,4
0960020916,23502.690000000002,1
0960020917,40891.29,1
0960020918,46506.48,5
0960020919,24945.65,8
0960020920,32590.73,8
0960020921,143148.88,4
0960022011,54234.729999999996,8
0960022012,21824.98,8
0960022013,34728.25,8
0960022014,49891.27,6
0960022015,39570.630000000005,4
0960022316,47205.96000000001,6
0960022317,39228.25,10
0960022319,14086.95,6
0960022320,41967.38,6
0960022601,30260.629999999997,6
0960022602,24312.27,4
0960022603,54533.58,6
0960022604,30927.03,6
0960022604,30927.03,6
0960022605,38360.64,8
0960022806,21393.44,4
0960022807,38360.64,8
0960022808,28524.579999999998,6
0960022809,28770.48,6
0960022810,51393.42,6
0960026216,83088.38,10
0960026217,14917.12,6
0960026218,14419.88,4
0960026219,14917.12,4
0960026220,11585.63,6
0960026501,20103.23,6
0960026502,50135.850000000006,6
0960026503,81281.22,4
0960026504,37478.63,6
0960026505,34808.94,6
0960026706,26729.45,6
0960026707,25081.96,8
0960026708,17704.91,8
0960026709,36614.73,8
0960026710,48403.24,4
0960026911,32282.6,3
0960026912,43532.6,8
0960026913,45968.46,6
0960026914,48013.009999999995,8
0960026915,26413.04,8
0960027016,38739.119999999995,3
0960027017,14258.14,6
0960027018,36586.94,4
0960027019,33749.990000000005,7
0960027020,45391.29,3
0960027401,33260.86,6
0960027402,80828.77,1
0960027403,108220.06,8
0960027404,25811.39,8
0960027405,43067.91,4
0960027606,41668.01,6
0960027607,21245.9,6
0960027608,21245.9,3
0960027609,35950.8,6
0960027610,46932.770000000004,4
0960027812,58397.66,6
0960027813,102786.8,3
0960027813,102786.8,8
0960027814,60442.56,5
0960027815,83114.7,3
0960029301,18953.789999999997,6
0960029302,36464.659999999996,6
0960029303,80946.17,10
0960029304,46076.08,9
0960029305,32722.81,6
0960029506,47284.68,9
0960029507,39032.6,6
0960029508,71217.35,7
0960029509,31695.64,3
0960029510,31856.04,5
0960029711,11213.11,7
0960029712,45393.409999999996,1
0960029713,27147.53,4
0960029714,35921.28,6
0960029715,68408.83,6
0960029916,9048.91,8
0960029917,12228.259999999998,1
0960029918,45405.96,3
0960029919,39154.86,3
0960029920,20206.94,8
0960032203,11486.18,3
0960032204,54228.7,6
0960032205,17303.86,6
0960032406,22353.26,6
0960032409,23771.72,1
0960032410,42432.030000000006,3
0960032612,8985.23,1
0960032613,18742.58,8
0960032614,26758.989999999998,7
0960032615,22256.53,6
0960032816,28475.4,4
0960032817,22131.12,1
0960032819,17950.81,1
0960032820,35286.85,6
0960034001,38054.33,6
0960034002,27611.39,6
0960034003,66815.2,4
0960034004,42994.549999999996,6
0960034005,26315.199999999997,6
0960034307,34747.8,4
0960034309,34361.39,3
0960034310,58817.9,6
0960034511,28516.3,3
0960034512,34728.229999999996,6
0960034513,127227.65,8
0960034514,17608.69,1
0960034515,26241.829999999998,3
0960034716,13199.99,6
0960034717,45555.72,6
0960034718,43352.44,6
0960034719,23463.91,6
0960034720,25967.2,6
0960035207,32171.26,8
0960035208,42662.979999999996,6
0960035209,24215.46,6
0960035412,12154.869999999999,1
0960035413,23659.19,7
0960035414,16385.86,6
0960035415,57487.47,6
0960035616,54740.14,4
0960035617,21826.2,6
0960035618,65881.93000000001,8
0960035619,41257.36,4
0960035620,54363.89,6
0960035903,39790.74,6
0960035904,32781.5,4
0960037006,33798.9,4
0960037007,31793.47,6
0960037008,66032.6,6
0960037009,37124.979999999996,6
0960037010,39179.33,3
0960037312,101690.18,6
0960037313,21472.78,9
0960037314,75108.39,8
0960037315,36929.33,4
0960037516,49524.42,3
0960037517,11592.37,6
0960037518,47152.149999999994,3
0960037519,10614.119999999999,6
0960037520,5429.34,5
0960037801,28770.48,7
0960037802,26754.08,6
0960037803,43477.83,8
0960037804,22059.82,4
0960037805,30491.78,8
0960038211,26234.24,8
0960038212,54725.95,8
0960038213,32046.93,8
0960038215,25309.36,4
0960038216,15861.87,6
0960038417,49084.20999999999,6
0960038418,30301.61,5
0960038419,14859.769999999999,3
0960038420,37547.59,1
0960038701,82622.92,8
0960038702,31675.07,5
0960038703,34499.990000000005,5
0960038704,83021.26999999999,6
0960038705,201786.85,8
0960038906,21057.039999999997,6
0960038907,20225.53,5
0960038908,78749.93000000001,8
0960038909,105456.48999999999,8
0960038910,16190.210000000001,3
0960039011,19027.17,5
0960039012,22989.120000000003,5
0960039013,89169.43,4
0960039014,23184.77,7
0960039015,30937.489999999998,5
0960039317,102717.39,10
0960039318,22010.86,3
0960039319,29249.99,5
0960039601,9147.53,5
0960039602,85844.19,1
0960039605,51393.4,3
0960039807,37255.04,8
0960039808,10327.85,6
0960039809,51270.46,6
0960039810,30049.15,3
0960043216,39719.3,4
0960043217,12232.04,2
0960043218,17998.97,6
0960043219,17552.46,3
0960043220,61227.810000000005,7
0960043501,38201.06,6
0960043502,97728.24,8
0960043503,13206.5,4
0960043504,53779.86,4
0960043505,20690.21,6
0960043706,20552.43,4
0960043708,90196.68000000001,6
0960043709,9442.6,4
0960043710,50458.979999999996,9
0960043911,22793.47,6
0960043912,82027.16,10
0960043913,48570.64,6
0960043914,11739.13,3
0960043915,93913.03,9
0960046016,93027.68,10
0960046019,86209.23,10
0960046020,50282.579999999994,6
0960046402,62383.65,6
0960046403,56827.12,6
0960046404,58147.78,6
0960046405,82759.86,10
0960046609,36282.27,1
0960046811,217524.55,6
0960046812,65429.48,6
0960046813,29360.65,6
0960046814,9115.56,3
0960046815,16745.89,1
0960049016,17461.94,6
0960049017,32857.31,3
0960049018,34777.16,6
0960049019,50869.54,6
0960049020,22842.38,6
0960049301,3717.39,5
0960049302,38265.64,4
0960049303,13059.779999999999,3
0960049304,38643.23,4
0960049305,18782.6,3
0960049506,16561.94,6
0960049507,18684.760000000002,6
0960049508,49402.14,6
0960049509,9880.41,3
0960049811,22347.52,7
0960049812,41508.18,4
0960049813,25399.64,1
0960049814,38557.35,6
0960049815,17409.83,6
0960050301,19076.06,6
0960050302,30883.670000000002,6
0960050303,34190.2,6
0960050304,23478.25,6
0960050305,48668.46,6
0960050506,34061.57,5
0960050507,62755.41,10
0960050508,26217.379999999997,7
0960050509,36745.9,8
0960050510,36789.42,6
0960050711,25025.399999999998,6
0960050712,63108.149999999994,10
0960050713,95286.87000000001,6
0960050715,35114.74,1
0960050916,80559.77,4
0960050917,37863.57,3
0960050918,67499.98,4
0960050919,41233.68,6
0960050920,86194.52,4
0960052201,34160.2,3
0960052202,52771.8,1
0960052203,18982.030000000002,4
0960052204,28765.18,6
0960052205,49922.62,6
0960052406,32938.0,6
0960052407,48130.42,1
0960052408,64731.48,1
0960052410,22098.879999999997,6
0960052611,41754.09,6
0960052612,47894.24,4
0960052613,21344.24,3
0960052614,65459.0,8
0960052615,49010.64,8
0960052816,26928.65,4
0960052818,51223.73,6
0960052819,23929.63,7
0960052820,79104.56,8
0960053001,112039.22,7
0960053002,52826.060000000005,4
0960053003,52023.89,9
0960053004,64956.49,6
0960053306,47690.19,6
0960053307,37418.46,5
0960053308,27586.93,6
0960053309,32331.510000000002,6
0960053310,33857.58,5
0960053511,49520.5,8
0960053512,32038.03,5
0960053513,46027.14,6
0960053514,21541.29,6
0960053515,18166.29,6
0960053716,34426.22,6
0960053717,33976.21,8
0960053718,92065.52,7
0960053719,19123.76,6
0960053720,56891.770000000004,6
0960054201,117596.65,9
0960054202,74013.77,4
0960054202,74013.77,4
0960054203,42896.17,6
0960054204,30027.17,6
0960054205,98512.66,4
0960054406,40353.24,4
0960054407,70654.87,8
0960054408,13377.7,6
0960054409,5624.99,3
0960054410,34356.5,6
0960054711,20409.809999999998,6
0960054712,35803.27,5
0960054716,99722.91,4
0960054917,25591.29,6
0960054918,21277.17,8
0960054919,70043.46,10
0960054920,69524.97,6
0960054921,53315.19,6
0960055208,17403.31,6
0960055209,8900.55,3
0960055210,9387.83,4
0960055411,36904.869999999995,6
0960055412,28858.67,4
0960055413,13695.65,4
0960055414,17608.69,3
0960055415,25434.77,4
0960055616,40819.64000000001,5
0960055617,25672.11,6
0960055618,64731.11,1
0960055901,10467.38,4
0960055902,16532.59,4
0960055903,37418.47,3
0960055904,29610.96,4
0960055905,31377.71,4
